"accessionyear","technique","objectnumber","lastupdate","dated","copyright","period","url","provenance","objectid","culture","standardreferencenumber","worktypes","department","state","style","datebegin","dimensions","dateend","century","medium","people","primaryimageurl","images","reversedescription","metal","reverseInscription","obverseInscription","dieAxis","denomination","dateObject"
"1980","Struck","1980.86.209","2016-04-12T04:37:23-0400","before 48 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/175210",NA,"175210","Roman Provincial",NA,"list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-58","5.76 g","-49","1st century BCE","Bronze","list(birthplace = NA, name = ""Pompey the Great"", prefix = NA, personid = 20185, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = ""106-48 BCE"", deathplace = NA, displayname = ""Pompey the Great"")","http://nrs.harvard.edu/urn-3:HUAM:COIN04385_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18736803"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN04385_dynmc"", publiccaption = NA, idsid = ""18736803"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN04385"")","","AE",NA,NA,"6",NA,NA
"1980","Struck","1980.85.205","2016-04-12T04:37:43-0400","47 BCE-14 CE",NA,"Roman Republican period, Late, to Early Imperial","http://harvardartmuseums.org/collections/object/185437",NA,"185437","Roman Provincial","BMC 14-15","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-47","9.99 g","14","1st century BCE-1st century CE","Bronze","list(birthplace = NA, name = ""Augustus"", prefix = NA, personid = 19549, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = ""r. 27 BCE - 14 CE"", deathplace = NA, displayname = ""Augustus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN04040_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18736465"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN04040_dynmc"", publiccaption = NA, idsid = ""18736465"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN04040"")","","AE",NA,NA,"12",NA,NA
"1981","Struck","1981.74.224","2016-04-12T04:37:39-0400","c. 62-59 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/183131",NA,"183131","Roman Provincial","RecGen 7","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-67","8.27 g","-57","1st century BCE","bronze","list(birthplace = NA, name = ""C. Papirius Carbo"", prefix = ""Issued by"", personid = 25089, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = ""r. 62 - 59 BCE"", deathplace = NA, displayname = ""Issued by C. Papirius Carbo"")","http://nrs.harvard.edu/urn-3:HUAM:COIN04655_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18737070"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN04655_dynmc"", publiccaption = NA, idsid = ""18737070"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN04655"")","Obv.: Wreathed head of Dionysos r.; behind, NIKAIWN (in Greek); below, date in Greek numerals; before, monogram.","AE","To r., downwards, EPI GAIOY; to l., downwards; PAPIRIOY | KARBWNOS; in exergue, RWME (all in Greek)","Behind, NIKAIWN; below, date in Greek numerals","12",NA,NA
"1981","Struck","1981.74.184","2016-04-12T04:37:39-0400","56 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/183046",NA,"183046","Roman Provincial","Recueil general des monnaies grecques d'Asie mineure, #46","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-56","6.07 g","-56","1st century BCE","bronze","list(birthplace = NA, name = ""C. Caecilius Cornutus"", prefix = ""Issued by"", personid = 21230, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Issued by C. Caecilius Cornutus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN04614_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18737031"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN04614_dynmc"", publiccaption = NA, idsid = ""18737031"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN04614"")","Obv.: Head of Roma r.; before, AMISOY (in Greek).","AE","To r., EPI GAIOY downwards; to l., KAIKILIOY | KORNOYTOY downwards; in exergue, RWMH (all in Greek)","Before, AMISOY (in Greek)","1",NA,NA
"1981","Struck","1981.74.224","2016-04-12T04:37:39-0400","c. 62-59 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/183131",NA,"183131","Roman Provincial","RecGen 7","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-67","8.27 g","-57","1st century BCE","bronze","list(birthplace = NA, name = ""C. Papirius Carbo"", prefix = ""Issued by"", personid = 25089, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = ""r. 62 - 59 BCE"", deathplace = NA, displayname = ""Issued by C. Papirius Carbo"")","http://nrs.harvard.edu/urn-3:HUAM:COIN04655_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18737070"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN04655_dynmc"", publiccaption = NA, idsid = ""18737070"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN04655"")","Rev.: Roma seated l. on pile of arms, holding Victory in r. hand and spear in l. hand; to r., downwards, EPI GAIOY; to l., downwards, PAPIRIOY | KARBWNOS; in exergue, RWMH (all in Greek).","AE","To r., downwards, EPI GAIOY; to l., downwards; PAPIRIOY | KARBWNOS; in exergue, RWME (all in Greek)","Behind, NIKAIWN; below, date in Greek numerals","12",NA,NA
"1981","Struck","1981.74.184","2016-04-12T04:37:39-0400","56 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/183046",NA,"183046","Roman Provincial","Recueil general des monnaies grecques d'Asie mineure, #46","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-56","6.07 g","-56","1st century BCE","bronze","list(birthplace = NA, name = ""C. Caecilius Cornutus"", prefix = ""Issued by"", personid = 21230, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Issued by C. Caecilius Cornutus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN04614_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18737031"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN04614_dynmc"", publiccaption = NA, idsid = ""18737031"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN04614"")","Rev.: Roma seated l. on pile of arms, holding Victory in r. hand, resting l. hand on shield; to r., EPI GAIOY downwards; to l., KAIKILIOY | KORNOYTOY downwards; in exergue, RWMH (all in Greek).","AE","To r., EPI GAIOY downwards; to l., KAIKILIOY | KORNOYTOY downwards; in exergue, RWMH (all in Greek)","Before, AMISOY (in Greek)","1",NA,NA
"1982","Cast","1982.96","2016-04-12T04:37:34-0400","6th-3rd century BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/180636",NA,"180636","Roman Republican",NA,"list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"0","40 g","0","6th-3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN03592_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18736024"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN03592_dynmc"", publiccaption = NA, idsid = ""18736024"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN03592"")","","AE",NA,NA,"not assignable","aes rude",NA
"1982","Struck","1982.99.116","2016-04-12T04:37:21-0400","c. 230-226 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/174330",NA,"174330","Roman Republican","RRC 27/2","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-235","1.73 g","-225","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN05152_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43339816"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN05152_dlvr"", publiccaption = NA, idsid = ""43339816"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN05152"")","Obv.: Head of beardless Mars r., wearing Corinthian helmet; behind, club. Border of dots.","AE","Below, ROMA",NA,"6","litra",NA
"1982","Struck","1982.99.122","2016-04-12T04:37:21-0400","c. 268-225 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/174335",NA,"174335","Roman Republican","Rutter (HN3 Italy) 8","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-273","4.75 g","-220","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN05158_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43339822"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN05158_dlvr"", publiccaption = NA, idsid = ""43339822"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN05158"")","Obv.: Bust of Vulcan l., wearing wreathed pileus.","AE","ARIMN or ARIM",NA,"12",NA,NA
"1982","Struck","1982.99.119","2016-04-12T04:37:21-0400","c. 128 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/174332",NA,"174332","Roman Republican","RRC 262/3","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-133","7.47 g","-123","2nd century BCE","bronze","list(birthplace = NA, name = ""L. Caecilius Metellus"", prefix = ""Moneyer:"", personid = 55543, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: L. Caecilius Metellus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN05155_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43339819"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN05155_dlvr"", publiccaption = NA, idsid = ""43339819"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN05155"")","Obv.: Head of Minerva r., wearing Corinthian helmet; behind, four pellets vertical. Border of dots.","AE","Below, ROMA",NA,"2","triens",NA
